_id,Alternate Title
o_altTitles/8e84a4b3-4e5a-4a9b-9c04-1c356b43a72f,Wet Wash Assembler
o_altTitles/319041e9-0f7a-4b87-b85f-aa18d9b119f4,Wheel and Pinion Inspector
o_altTitles/61f64807-6336-4448-b248-ef0e429d4f2d,Wheel Inspector
o_altTitles/0f5cece0-c668-4603-8bc2-c3b59d893c43,Winding Inspector
o_altTitles/09d104f2-366b-466d-b2ed-db7005a5eebc,Winding Inspector and Tester
o_altTitles/a2154fa2-171e-4fc6-8250-fddf0adc29a2,Wire Inspector
o_altTitles/5aceeba7-c651-4872-a4ec-401acb972c68,Wire Products Inspector
o_altTitles/8d919563-086f-46b1-b088-5672287c942c,Wire Tester
o_altTitles/4dedc9ee-cea9-4a5c-96dd-29d870c77d48,Wood Inspector
o_altTitles/011657c6-06ed-412d-8088-7fc26cd0408d,Wood Panel Inspector
o_altTitles/1856486b-0b06-4313-98bd-f9da9d4f8ecd,Wood Scaler
o_altTitles/67561d7e-aaaa-449c-b45c-74401f05236d,Wood Treating Inspector
o_altTitles/f8d77a4b-2563-4bfc-affd-432fff2f04a4,Woodwind Instruments Inspector
o_altTitles/f020e162-278c-42c1-bb0d-e48ef3e64131,Woodwork Salvage Inspector
o_altTitles/1fd57f39-e9f2-46e0-a728-530bc19fcf74,Wool and Pelt Grader
o_altTitles/e637358a-f329-4130-933e-165845b9383a,Wrap Yarn Sorter
o_altTitles/0208d30f-bf11-4a5f-8f5e-e1ad3b12a253,Wrapper Counter
o_altTitles/06de7bf6-476c-4aa6-bbd5-2cb8e6edf94b,Wrapper Selector
o_altTitles/4301bf79-62e5-4b92-ad7f-6cbde6ea5215,Wrapping Checker
o_altTitles/30f3ef09-728d-49d0-b05a-d59cb2d2f4bb,Wreath Inspector
o_altTitles/8b5f8ddc-5cd3-4014-b6e5-8cdbbf31bad3,X Ray Equipment Tester
o_altTitles/ce23bec4-ee3a-4803-a810-93fc030c669f,X-Ray Inspector
o_altTitles/fc064bf0-7bd9-4131-8905-f081c5d61783,Yard Inspector
o_altTitles/a9b53524-06b3-4559-a8ed-69f130e00301,Yarn Cleaner
o_altTitles/d65e356c-9d1f-42fe-99e2-41d6ad74d87c,Yarn Dumper
o_altTitles/4105a3bb-a5b4-47e1-8aa0-b4edca18149a,Yarn Examiner
o_altTitles/4c203103-463f-40fa-ba3b-2b710540f193,Yarn Skeins Examiner
o_altTitles/337b4ff5-0fd3-43a4-9b37-f8277b97ab45,Yield Loss Inspector
o_altTitles/df95965c-c3d3-4768-be5e-8a511a1d7308,Yield-Loss Inspector
o_altTitles/b35a2855-7ae5-4555-ad61-747ac48b6ff2,Zyglo Inspector
o_altTitles/ace4ad51-7637-4185-84f1-774b6969a717,Zyglo Technician
o_altTitles/9426a697-5bfc-494b-9d46-4a75f5e1eb60,Diamond Grader
o_altTitles/d463bff2-573d-4206-8829-aba2b8905309,Diamond Polisher
o_altTitles/336ea1ef-c1bc-4326-a341-9ae901c6173e,Diamond Setter
o_altTitles/6f1532f3-fc6e-4a0a-8de8-f6da934da9df,Facetor
o_altTitles/0ec445e1-9775-4876-a012-846b45c26a8e,Gem Cutter
o_altTitles/9ac5ba18-1f13-4bd3-9276-3d030c1f4aa1,Gemologist
o_altTitles/515f3205-d236-4e08-a58d-046130c412fb,Jewelry Repairer
o_altTitles/91622ae5-cd2b-4ecb-a160-af0fc969605f,Jewelsmith
o_altTitles/97c5ab54-b911-45bf-8348-09843f21b59d,Lapidarist
o_altTitles/98ca2d57-71e2-4c6d-b484-5a12c3643d5b,Pewterer
o_altTitles/4a59261b-6d88-47e5-bc1c-e1530a2c0f95,Silversmith
o_altTitles/9a0ba31f-d68d-49c2-9331-93208bc1259b,Antique Jewelry Repairer
o_altTitles/a482e7d5-8430-4186-9084-d3046b9e1d8d,Appraisal Technician
o_altTitles/48fd721b-f143-4344-8fcd-b5a2155d1f4f,Arborer
o_altTitles/be883641-fdec-4613-91d8-c22778aff9b9,Bead Maker
o_altTitles/6a3672cb-37db-4e55-88e9-d86b6dfea11a,Bench Jeweler
o_altTitles/4a98c52d-35c1-444a-944c-ff50e5c6e30b,Bench Molder Apprentice
o_altTitles/0e38b394-5c2d-4e49-80de-4260fd0b6ed0,Bracelet and Brooch Maker
o_altTitles/232f8a68-8a7a-44da-a6b5-671eb53ecc93,Brilliandeer Looper
o_altTitles/2a1748af-5b6e-442d-a366-2d1726042344,Certified Bench Jeweler Technician
o_altTitles/5725ce80-1d75-496d-aaa7-2c6d3cc3edf2,Damascener
o_altTitles/1ab730e8-5ce4-450b-ba17-0dd082d7af1f,Earrings Fabricator
o_altTitles/08a88fbe-ba3a-4a74-ae6e-744a00f7b5ec,Engine Turner
o_altTitles/52d32274-a956-4038-a92c-a7ebbad3834b,Fancy Wire Drawer
o_altTitles/92868103-cc9a-4fcd-b390-bd502ba63078,Gem Technician
o_altTitles/47594da5-37d9-4542-9692-67644cc5ebaa,Girdler
o_altTitles/21ec6f34-e258-4552-9ce8-590fd4175a82,Gold Beater
o_altTitles/a18ce3fb-9515-496b-805f-1fde7e5b9916,Goldbeater
o_altTitles/9c85f571-558a-40c3-9325-7228c9e8cb00,Hammer Setter
o_altTitles/7d2955cf-648d-411d-a0d9-16338cb2cc40,Hand Chain Maker
o_altTitles/f07c0e3d-1aa9-49c0-93df-c2e7b8792c4b,Jeweler
o_altTitles/2aa10d3f-6b20-49ce-921d-62684c16c666,Jeweler Apprentice
o_altTitles/d5747086-db91-4bb7-bf93-4c262925f510,Jewelry Appraiser
o_altTitles/bad68785-9594-4888-b698-3512d918910e,Jewelry Bearing Maker
o_altTitles/3137677d-9e1f-42ed-82f7-56698394f1a5,Jewelry Bench Molder
o_altTitles/9528548a-15a4-4ddd-bc47-1701f6509ce3,Jewelry Bench Worker
o_altTitles/436efbb6-df4a-490c-b79c-8c2a29f3ee90,Jewelry Drill Operator
o_altTitles/1995d238-7700-4f8f-b94e-470e0fc04abb,Jewelry Drilling Machine Operator
o_altTitles/f8acf72f-c8e8-4b6c-a2c8-5975c668ae82,Jewelry Maker
o_altTitles/cbea4bf4-d319-44c5-a1e1-421cfc5c54c1,Jewelry Mechanic
o_altTitles/9c22c170-5323-43e1-9092-944810fc842a,Jewelry Model Maker
o_altTitles/557b7021-8ab3-4177-8aa1-48c72636c0a7,Jewelry Mold Maker
o_altTitles/3047aa30-fa14-4062-996d-1ed98a25a528,Jewelry Technician
o_altTitles/7410c1f3-9865-4cc1-ab97-2e589b06164a,Layout Operator
o_altTitles/2a08dbd4-aace-4361-a22b-7f2a35180412,Locket Maker
o_altTitles/e8b04a30-13e7-446c-bf6c-3b4c4fbf06eb,Mold Maker Apprentice
o_altTitles/fe443662-fbc5-4282-90fb-f5e6f157a6a9,Oliving Machine Operator
o_altTitles/a97e3e26-df15-4756-a3d2-7e100b5dfe46,Pearl Restorer
o_altTitles/8232b09e-8dec-4539-84c0-062788a705c9,Phonograph Needle Tip Maker
o_altTitles/a3edb849-0dee-4028-b7f4-618db5729d69,Pronger
o_altTitles/c3d3033d-d3c0-4a7d-a392-157f0ee3019c,Ring Maker
o_altTitles/8ae8d196-538a-4e88-a216-5006a9c45d26,Silver Chaser
o_altTitles/4dd5f563-a39f-4d37-823e-00919c728c1f,Stone Setter Apprentice
o_altTitles/624af1c6-109f-4b15-90d7-d1637f97a994,Stonecutter
o_altTitles/71c8ea50-e499-4313-ab68-e94e3b288221,Brilliandeer Lopper
o_altTitles/8f299d78-7532-4bf5-a5c7-724724f7d266,Clarity Expert
o_altTitles/8c694e0d-b4ce-4b30-9fea-e34828d43aee,Diamond Assorter
o_altTitles/b1fe02c1-611e-4e12-b37c-ed8bff351214,Diamond Cleaner
o_altTitles/25e6ea25-b305-4614-b1db-debd4c12f371,Diamond Cleaver
o_altTitles/68dfe747-9107-4897-a3bc-4dd09345aaf0,Diamond Die Driller
o_altTitles/fce2a6dc-7527-4dd9-a4aa-932f65028fce,Diamond Die Polisher
o_altTitles/6b9e58df-87db-40dc-a81f-36178be6574a,Diamond Heister
o_altTitles/0f2931a2-0477-44ec-a69e-272af66533c4,Diamond Mounter
o_altTitles/f71cf5d5-7f8c-4ec1-94c4-876683f3af5c,Diamond Picker
o_altTitles/dedf9d38-f053-4edc-9e88-8b03d45cec36,Diamond Sawer
o_altTitles/cd661f99-e5ba-40b2-b68a-c859710cf89c,Diamond Selector
o_altTitles/43557c3b-aff8-4ccc-9a94-2fa2b6c9ddf7,Diamond Setter Apprentice
o_altTitles/f70f23e0-4491-481a-b7cd-0bce096a59bc,Diamond Sizer and Grader
o_altTitles/36e4c993-45f5-4dbe-bad9-a646d2403006,Diamond Sorter
o_altTitles/dfc3b82b-0313-4215-9bd3-2fd682bd99c2,Gem Carver
o_altTitles/c6794f98-87b1-4b80-9724-ef20dab93fbd,Gem Expert
o_altTitles/b950df1f-a6d9-4ba6-95e9-537b26703d96,Gem Stone Cutter
o_altTitles/17cf4a44-ba95-4acb-b007-169af692f7c7,Jewel Bearing Maker
o_altTitles/6dc4f84d-6ee7-44ed-ac7a-52a4e5f74842,Jewel Blocker and Sawyer
o_altTitles/f081dd98-22de-4def-813d-4883c1236121,Jewel Sawyer
o_altTitles/e5b5a2bc-777b-421a-bae7-62220775beaf,Jewel Setter
o_altTitles/55b12a18-a992-432c-82aa-bb7a4fd52e13,Jewelry Cutter
o_altTitles/4b937155-59c2-42eb-bdb2-af233972cf98,Lapidary
o_altTitles/64377f92-3295-4ec9-9183-d3a7e0e28e21,Lapidary Apprentice
o_altTitles/c0b55d5b-1f70-493d-bcc4-4f42c1df6ffa,Pearl Cutter
o_altTitles/2648f481-ef55-4c59-90f2-ad047e084ab3,Pearl Peller
o_altTitles/94c6d149-2e45-4f14-bed4-aea086163146,Tightener
o_altTitles/3e34f188-9deb-47cb-962c-19ca69bb3857,Brass Chaser
o_altTitles/5b66b260-72af-4a6c-b33d-1773cafba4f1,Bronze Chaser
o_altTitles/6390ed35-0486-4893-abdc-617e63969bd2,Goldsmith Apprentice
o_altTitles/1529ad97-4a87-409f-8935-cd1295302b64,Pewter Fabricator
o_altTitles/c5834877-a828-4d68-93ad-7bb922d0d8b7,Pewter Finisher
o_altTitles/111b311e-a11d-40b7-acf8-d2832527e074,Platinum Smith
o_altTitles/500f8342-0346-4622-bb7d-4b32958ef1c0,Platinumsmith
o_altTitles/ec49cbba-c8ea-44b5-a684-6dee2c15b756,Restoration Silversmith
o_altTitles/ad78cf15-6f15-4b9b-a9c1-a7800b7953b6,Silversmith Apprentice
o_altTitles/ec2bcdf1-c13e-40af-b67c-3a74583c8e23,Bridge Technician
o_altTitles/96aa39d9-5d17-4c05-8aa3-2e0dac726d20,Ceramist
o_altTitles/3f1bc187-18de-4d22-98ef-016e2fe1366b,Crown and Bridge Dental Lab Technician
o_altTitles/16e89529-fd21-4c5e-85ea-ce7c9ea0e3eb,Crown and Bridge Technician
o_altTitles/c0f4702c-e76a-45e7-b3ea-1845345f4468,Crown Ceramist
o_altTitles/7c02a025-a6bd-459c-a5f2-c77461002d19,Dental Appliance Fixer
o_altTitles/f28189c1-05f4-4bcc-8c95-459c36a7af9c,Dental Appliance Mechanic
o_altTitles/a036d732-e9b7-49b6-905d-1905c8cab369,Dental Appliance Repairer
o_altTitles/7f264a2e-6174-4e39-9758-3ebb79f15159,Dental Assistant
o_altTitles/005649d7-fa9f-48f4-b37c-64def88d80e0,Dental Ceramist
o_altTitles/84f27a70-3879-4136-a3f9-f8b7f8b65787,Dental Ceramist Assistant
o_altTitles/7f7a12d6-e115-44c4-a668-06532a7d1781,Dental Instrument Maker
o_altTitles/069dd69e-754e-4616-a4f0-ac0349fdb4b4,Dental Laboratory Technician (Dental Lab Tech)
o_altTitles/638efd36-42ec-48af-a03d-ac1f94754d41,Dental Laboratory Technician Apprentice
o_altTitles/2aca992c-7214-4e72-a902-c69c46b4e14c,Dental Laboratory Worker
o_altTitles/98b81bd9-7e13-4f49-aa5c-f2e488abd41c,Dental Mechanic
o_altTitles/ba95509b-5e03-4d19-a90d-f4ee8e7e6c1d,Dental Mold Maker
o_altTitles/38b39344-4f3e-4765-a28c-1ef953c801a5,Dental Technician (Dental Tech)
o_altTitles/5cbbc557-2139-4b24-9ada-8cb8d72ea631,Dental Technician Manager
o_altTitles/83917965-8ce0-48be-bd1f-417e3af04a85,Dental Technologist
o_altTitles/e6348c3b-7f65-4c53-9d1d-424123a74b4b,Dental Technology Advisor
o_altTitles/edbdb6ec-d864-4a8c-98f0-7f674ae03def,Denture Contour Wire Specialist
o_altTitles/c5ec6196-019c-41a4-af15-979379933c11,Denture Finisher
o_altTitles/9e645c57-ec25-4c71-89ff-03e81835ad3a,Denture Laboratory Technician (Denture Lab Tech)
o_altTitles/fbb340d4-3f9d-44a8-88d3-6fc0376c34c2,Denture Technician
o_altTitles/8ea29405-a39a-41a2-a065-c73c1e3d8d6d,Denture Waxer
o_altTitles/a54cd1eb-0465-47b9-92f4-b2e7f9aa1578,Dentures Laboratory Technician
o_altTitles/522a18da-d902-44ea-97ab-21f5226cc0ef,Metal Room Dental Technician
o_altTitles/f60aba27-88ed-4956-9d5f-0e38f53b533d,Model and Dye Person
o_altTitles/bb3112d7-d1c0-4894-8c90-fbb9c7fdb89f,Model Technician
o_altTitles/4d02de9a-eedd-4d72-9ce6-c60e5f93fe98,Ortho Technician
o_altTitles/e7e710c1-a17f-43b9-abb0-64d2693cf65d,Orthodontic Band Maker
o_altTitles/17b969ac-c41d-4d95-a0f9-82ddd1c25a10,Orthodontic Laboratory Technician (Orthodontic Lab Technician)
o_altTitles/fafba92b-2a7a-4c2a-b7a3-62fb8794012f,Orthodontic Technician Assistant
o_altTitles/0534b49e-ed0b-47c4-b801-7b2e2c09c07f,Orthotic Prosthetic Technician
o_altTitles/6835110a-3083-4f2d-b9b7-777a0bb701d7,Porcelain Finisher
o_altTitles/bc089c5e-87cf-449c-8fe0-b5834dbadb77,Porcelain Technician
o_altTitles/0149e40b-e7da-4582-9614-f309b04f6764,Waxer
o_altTitles/56a1d93e-ec48-4fdd-b860-82ecea4ae197,Arch Support Maker
o_altTitles/028214ec-cb49-4ac8-a16b-06319e9d1489,Arch Support Technician
o_altTitles/a32a453c-2581-418e-befe-14d4cded6646,Arch-Support Maker
o_altTitles/2c88d970-09d2-467e-a0fd-353e311d9d38,Artificial Limb Maker
o_altTitles/9fe5f66c-c5f2-4f63-bb19-4cfbb5b95df0,Artificial Plastic Eye Maker
o_altTitles/e49a991c-7eec-4494-b2d1-c35447211114,Brace Maker
o_altTitles/b4e4eae0-379a-4c05-9549-6f50a0ee7111,Certified Pedorthotist
o_altTitles/15f99ed0-fe0d-4489-8d0c-650133bb309a,Hearing Aid Repair Technician
o_altTitles/a5950ba9-f35b-4d3a-bfb9-3cc69203fc6f,Medical Appliance Maker
o_altTitles/9e9dc624-4a9e-48d7-876c-6c4ee22e5671,Medical Assembler
o_altTitles/374d2149-116b-4f49-8b31-3bd2e35da5e1,Medical Device Assembler
o_altTitles/2e4ef50a-2d9f-43f8-8869-9cb348d61a3e,Medical or Surgical Instrument Maker
o_altTitles/2533952f-ceb6-4119-8813-46ff62d68bc4,Orthopaedic Technologist
o_altTitles/0728bc24-abf5-4f83-a9e6-7b7c6fb20104,Orthopedic Brace Maker
o_altTitles/8a1de903-bdc9-4df1-affc-5a5f9f6d80cf,Orthopedic Technician
o_altTitles/30730c70-7ade-4eac-9015-ea416abfbb1b,Orthotic and Prosthetic Technician (O&P Technician)
o_altTitles/1dbaafd4-ebb2-4a52-bd8b-dde35df656d0,Orthotic Finish Grinding Technician
o_altTitles/e3550a1c-7dac-449e-8021-ced7985023f5,Orthotic Technician
o_altTitles/4e468ccc-316b-44bf-b8c9-d4b70d410cd3,Orthotics Technician
o_altTitles/69a66756-c008-4117-a0dc-1bac3dce2a98,Prosthetic Lab Technician
o_altTitles/e98d57c0-4ba9-43a2-ab32-252bd2e8a373,Prosthetic Technician
o_altTitles/1ece691b-a7af-425b-8e7d-068c1653769f,Prosthetics Lab Technician
o_altTitles/e23bef40-fd3e-46f6-8e09-9d597680abc7,Prosthetics Technician
o_altTitles/6085f9d4-d457-480a-87a3-32533630d045,Registered Prosthetic Orthotic Technician
o_altTitles/393ef8e2-2ca0-4f26-944a-c5f33d78fc46,Restoration Officer
o_altTitles/677b9ea0-5c94-4771-82c7-784db3542451,Surgical Appliance Fitter
o_altTitles/6de05119-40cf-4c7d-b8f6-4258fea015c0,Surgical Brace Maker
o_altTitles/91ae5a29-5653-4623-bc05-fb668376085b,Surgical Instrument Maker
o_altTitles/ebb9a203-b045-4347-bc20-393c51ab0b6b,Artificial Glass Eye Maker
o_altTitles/6dd7f010-3f5e-481c-bc7e-89c84129756f,Benchroom Shop Optician
o_altTitles/95088d90-fcba-4ef4-8746-8086141bf926,Contact Lens Blocker
o_altTitles/a7e6feb6-09fe-4bbe-a36e-54ed949e2c74,Contact Lens Blocker and Cutter
o_altTitles/bf2ec39f-4dbb-4242-a805-044cdf392131,Contact Lens Cutter
o_altTitles/1df7b4c6-0db7-4e51-b8a2-cafca3d622cd,Contact Lens Lathe Operator
o_altTitles/09853d96-b2d9-49a8-a4d5-f0b9689d9add,Contact Lens Manufacturer
o_altTitles/02d06194-8c2a-424b-90e8-69b8429aec20,Cylinder Worker
o_altTitles/f3ac81dd-bb4f-4b95-836b-3e9263f9f581,Diamond Grinder
o_altTitles/b9d6f722-e103-42ac-a13c-67dd0fabe91f,Dotter
o_altTitles/4d354063-8c59-48da-9e6d-7b2aa5d7db0a,Edger Technician
o_altTitles/9ede7c5b-d12f-4ca7-b9ae-cc10b81b65aa,Eyeglass Assembler
o_altTitles/f61ec1aa-81b9-4e3b-8f27-6f18c1bc79e9,Eyeglass Cutter
o_altTitles/af00bb2c-a641-41b2-a528-b000a6481453,Eyeglass Lens Cutter
o_altTitles/ca550051-59eb-4e8b-964d-9d274a67bb0e,Eyeglass Maker
o_altTitles/7d025d7d-11a5-4bf8-ae62-626a091344ad,Finishing Lab Technician
o_altTitles/51a1742e-46a7-4634-9a1c-89aa0d925de5,Glass Frame Fitter
o_altTitles/2460572e-ed0b-4110-a577-020883df0695,Glass Silverer
o_altTitles/4120deda-c9eb-421e-a613-8c1396d0c257,Hand Glass Cutter
o_altTitles/da6e2914-be5c-4b80-b6ad-4e190d985c33,Hand Lens Polisher
o_altTitles/ecaeb8de-1793-4820-aa05-5addd3e30698,Hospital Laboratory Technician (Hospital Lab Technician)
o_altTitles/02821b9f-5511-441c-95c0-abd49b05c5e2,Lab Technician (Laboratory Technician)
o_altTitles/cfca00a8-3936-4a82-8dc4-1d88537159fe,Laboratory Monitor (Lab Monitor)
o_altTitles/8d34198d-29ba-4568-9a20-3dbea6b00438,Laboratory Operations Coordinator (Lab Operations Coordinator)
o_altTitles/593d8315-f16b-45fd-aded-49bc165f6c84,Lens Cementer
o_altTitles/ab623053-60de-42da-9223-78538dd4be6e,Lens Coating Technician
o_altTitles/149b5bf1-8c31-4130-8c2a-1d5847c4fe6f,Lens Dotter
o_altTitles/72c399fa-f4c6-42ca-923c-775a513d69b9,Lens Edger
o_altTitles/307d9f0d-ebd4-4279-b8ad-21292e2a800e,Lens Finisher
o_altTitles/86f12d26-2153-4bdf-af9d-15b97d7f0b12,Lens Generator
o_altTitles/1279f7c8-571c-4904-8bb6-8435a22fc371,Lens Grinder
o_altTitles/bcf6b564-42fc-4fbe-8cab-ce7292f84538,Lens Grinder and Polisher
o_altTitles/a2852961-0bba-46d9-a81c-572fbbe0090a,Lens Maker
o_altTitles/8a508cef-54ba-4155-99be-64321044510b,Lens Mold Setter
o_altTitles/d4b9bd05-2f04-4e8f-b1c5-d41fb610a105,Lens Mounter
o_altTitles/2e41ebf5-c7bd-437a-831d-39a548fe3058,Lens Polisher
o_altTitles/22a58775-a072-4d3c-b4d8-0f74f48a12c3,Lens Shaper Grinder
o_altTitles/2c3c4351-db03-4d54-a21b-8766a1fde5b0,Lens Silverer
o_altTitles/c33f1c69-459f-4ef8-b8f1-2e8f6803b912,Optical Coating Technician
o_altTitles/5d05f0ac-39c0-4cc1-a595-e439553f08d9,Optical Element Coater
o_altTitles/67bed101-6185-4fe9-871d-adbb317a6533,Optical Goods Drill Operator
o_altTitles/974be6b9-60f8-42d8-8a48-8ee64b35c9e8,Optical Goods Drilling Machine Operator
o_altTitles/daed70ee-1c37-477d-9a49-9aa8575b4354,Optical Instrument Assembler
o_altTitles/7dd9c0ff-90ad-495c-ae98-b1d3702239d6,Optical Lab Technician (Optical Laboratory Technician)
o_altTitles/d9cff89f-a565-42e0-8b92-4f2f1a6aa8ae,Optical Laboratory Mechanic
o_altTitles/4322db88-53cc-44c6-87e4-75257cc622ef,Optical Mechanic
o_altTitles/30d15a8b-1e0e-433b-8f19-7d2733508962,Optical Worker
o_altTitles/e9db5700-13f1-4179-bb2c-842e15acd398,Precision Lens Centerer and Edger
o_altTitles/7d480405-d58f-4624-957f-c552e1f7d282,Precision Lens Generator
o_altTitles/97368180-4c69-403a-b4e1-c98991dc7824,Precision Lens Grinder
o_altTitles/81d076b9-a3ff-4b17-b6c8-d4ba66449160,Precision Lens Polisher
o_altTitles/93f80e64-665f-484c-accf-7ce31e231c5f,Precision Optical Goods Worker
o_altTitles/40f0a839-3632-4216-9fbb-494bd90b88e8,Prescription Eyeglass Maker
o_altTitles/5db1c7d1-9dd1-4559-8f70-6d6d089b339f,Prism Measurer
o_altTitles/f8a52a19-1546-45d6-a987-95cb6fede7fe,Spectacle Truer
o_altTitles/5849b449-8b13-4a88-8afb-2454833c0035,Surface Room Shop Optician
o_altTitles/6f44df53-398a-407d-9f4f-bc465e003848,Surface Technician
o_altTitles/838eab91-9dba-474f-b1a6-c83744b8f58a,Surfacing Technician
o_altTitles/80df4599-b7d0-4814-930c-044bea32ebae,A-Operator
o_altTitles/ae10aaf1-ed48-4708-865e-b46bd3995727,Ampoule Filler
o_altTitles/cfcaf6c7-3930-490e-9b09-d3982508a6dc,Ampoule Sealer
o_altTitles/aee4a755-a7c8-4841-b923-2b9600bf06c0,Apple Press Operator
o_altTitles/54888c68-f67d-4539-b115-e74edc0ac122,Assembly Leader
o_altTitles/4a2ae920-6e93-44f3-a2bc-c1e746bdc61b,Auto Roller
o_altTitles/5fc1a0cc-a47a-43d0-974e-61fe72f8b551,Automatic Cigar Wrapper Tender
o_altTitles/ce205094-aa97-43a7-8bad-c3371d281db0,Automatic Packer Operator
o_altTitles/e247660b-bdc0-42d2-ad83-acd8a7b667e4,Bag Bundler
o_altTitles/c9d67857-64ad-433f-a57b-2ed2deca6b5a,Bag Loader Machine Operator
o_altTitles/b681066b-f0b7-44d6-8f84-eb0584226d9c,Bagging Machine Operator
o_altTitles/9857bdb1-184f-464a-8971-f14209f8c51e,Baling Machine Tender
o_altTitles/e60f2d5b-622d-4639-9fa2-1e5c2ae28350,Bandage Wrapping Machine Operator
o_altTitles/56afdb01-e948-4e57-b08f-0831795d54af,Barrel Filler
o_altTitles/05333dd0-c72f-4464-8031-b1f9f12084d8,Base Filler
o_altTitles/c342e228-f463-4af8-8f2f-0006a82327d6,Base-Filler Operator
o_altTitles/d4c4f481-1f36-4538-b0a8-496636199def,BB Shot Packer
o_altTitles/a3ab1799-58a3-408c-a9ad-34f2f158313d,Belt Worker
o_altTitles/eab4590e-8bed-4847-a702-c8bc7ac151f7,Blister Pack Operator
o_altTitles/432c134f-812f-45af-a904-9b89a013f7c2,Blister Packaging Machine Operator
o_altTitles/59f71c5f-959c-4a3e-8fde-3e52331e618a,Bottle Capper
o_altTitles/88df3ad6-91fc-4abf-ae7e-e5ad9acf51d1,Bottle Capping Machine Operator
o_altTitles/62ebb482-984d-4683-8f2f-d2a3a08b02ec,Bottle Caser
o_altTitles/c315f889-1293-4e6a-8ccc-d4549c8f8a87,Bottle Filler
o_altTitles/1ee5f60d-0c0d-4a51-b47c-9b6c3dc814b9,Bottle Labeler
o_altTitles/6defcb2a-dad7-45cd-a46d-079572bc3c33,Bottle Line Worker
o_altTitles/8b2e8701-8d0c-4c82-9718-f48e785bfea0,Bottle Packer
o_altTitles/0763dfa4-a60a-46a8-b32c-9c3ef479dab6,Bottling Line Operator
o_altTitles/f5ccb59c-721f-4ea0-9468-8220891f49ac,Bottling Machine Operator
o_altTitles/5abfda06-0f90-40af-8914-5065c1c565a3,Bottling Room Worker
o_altTitles/06489e6b-b02c-4874-8cfd-fe6a1fc039ec,Box Closing Machine Operator
o_altTitles/b688e8b6-18c2-4202-a14b-2a3079d8528d,Box Strapper
o_altTitles/6a4385b2-0829-4cfe-9964-33e14f51ea28,Boxer Operator
o_altTitles/bdcc86aa-b62b-43bd-a7f4-45dd9a9a83d0,Boxing Machine Operator
o_altTitles/2044aacc-26cb-4cae-9128-18f95a108e19,Bread Wrapper
o_altTitles/e2c1c5de-6b23-4425-99ff-8458aa7df543,Bread Wrapper Operator
o_altTitles/9f9c1bdc-0d50-4709-b0fa-7ecf7bf2ac4a,Bullet Charging Machine Operator
o_altTitles/90d71939-aa7f-47ad-97a6-b77548d5a243,Bunch Maker
o_altTitles/1e3b727b-3b9f-4e58-9175-076eb73832c9,Bundler
o_altTitles/f020b1da-891d-4ea6-a104-82d9c73561da,Bundling Machine Operator
o_altTitles/b7eb8570-149c-43e1-97c0-58426c23e3ce,Can Capper
o_altTitles/73401def-b0f4-40c5-ae61-e76f78797737,Can Closing Machine Operator
o_altTitles/a7eae98e-01a1-4281-b4b0-66f1a3b48276,Can Closing Machine Tender
o_altTitles/2d082c13-d8a5-4856-8972-68114f8e311c,Can Coverer
o_altTitles/04cca377-0fbd-45e0-ae0f-912ff5d3c448,Can Filler
o_altTitles/5eac9b2f-5de0-437f-a001-d328c3ac57c7,Can Labeler
o_altTitles/8ebfbb4f-bf56-47a4-a9f7-07b49633cd53,Can Line Operator
o_altTitles/d0723f18-12fb-4ebc-a020-746e5e338f10,Can Sealer
o_altTitles/3c4be9be-f5ed-474b-8bf3-0940120cb09f,Candle Wrapping Machine Operator
o_altTitles/3bd50ccb-7d60-43de-b22a-376cfa3a46d8,Candy Wrapping Machine Operator
o_altTitles/325fe863-0f76-412f-8420-04d5b119f9d7,Canner
o_altTitles/617fddea-5c63-4c9a-918e-c9780ae3323d,Cannery Worker
o_altTitles/7214d259-360e-4bb2-a1a8-4ef9ad2330b3,Canning Machine Operator
o_altTitles/93083700-a891-4451-9b07-8377051aa2cc,Capper
o_altTitles/3e0c3a47-3824-495c-9875-1f72dbfc8211,Capper Machine Operator
o_altTitles/0cd58424-6ffb-44a2-9175-c0ac21da68a1,Capping Machine Operator
o_altTitles/d869a8d4-ea36-4c2b-a8dc-2260d860001e,Capsule Filler
o_altTitles/3b0c890f-5c2d-4040-bc4c-a3ad3f2e768b,Capsule Filling Machine Operator
o_altTitles/8aeabc35-3e47-4210-aba2-ecd97bab8b34,Capsule Machine Operator
o_altTitles/5e93ebac-1dad-4446-ab46-6ec2d8795bd3,Capsule Maker
o_altTitles/0bde313b-86e2-47ec-aad7-89238382588d,Carder
o_altTitles/38ba2dfb-ab7b-482c-8536-af2b0f03cc8e,Carton Filling Machine Operator
o_altTitles/9175ca52-7e55-41be-a276-c97b4f5f3fdb,Carton Machine Operator
o_altTitles/07fc7a62-8c5f-4d05-b2f3-9bf013cb6522,Carton Packaging Machine Operator
o_altTitles/80e75aa6-0a3d-4f6f-a5c9-968a97b2e067,Cartridge Filler
o_altTitles/13df1a40-7060-4f91-b864-7a08dfe89119,Case Loader Operator
o_altTitles/39e3f38f-0146-446c-91a8-64c4b6c77254,Case Packer and Sealer
o_altTitles/24b83ad6-e449-4e80-a9e7-6a2c211b559b,Casing Finisher and Stuffer
