_id,Task ID,Task,Task Type,Incumbents Responding,Date,Domain Source
o_tasks/4306260b-ee34-45a0-a6d9-fae530380666,14973,"Drill holes into sides of stones broken from masses, insert dogs or attach slings, and direct removal of stones.",Supplemental,59,06/2008,Incumbent
o_tasks/2fd7a558-4195-4ae4-94cb-676a16aa6980,14974,"Cut grooves along outlines, using chisels.",Supplemental,62,06/2008,Incumbent
o_tasks/da4aa948-502e-4be4-92c6-634cb3c0906a,4889,Drill bolt holes into roofs at specified distances from ribs or adjacent bolts.,Core,47,07/2017,Incumbent
o_tasks/7789cc8d-3d11-4276-bc44-c68fe608fb22,21017,Pull down loose rock that cannot be supported.,Core,47,07/2017,Incumbent
o_tasks/603a664c-46fd-4408-ab40-350d61d1b727,4894,"Position bolting machines, and insert drill bits into chucks.",Core,47,07/2017,Incumbent
o_tasks/9eba2e72-69ca-42e2-86ca-290dc8d4b658,21018,Perform safety checks on equipment before operating.,Core,47,07/2017,Incumbent
o_tasks/869f7219-ec2e-492e-a74d-0cbcf41d3042,21019,Perform tests to determine if methane gas is present.,Core,47,07/2017,Incumbent
o_tasks/38a41259-a485-416a-9195-dc42e9a34b4b,4890,"Force bolts into holes, using hydraulic mechanisms of self-propelled bolting machines.",Core,47,07/2017,Incumbent
o_tasks/82d0d6b6-fcfe-4860-b6a6-c30859801bda,21020,"Perform ventilation tasks, such as hanging ventilation curtains and tubes.",Core,47,07/2017,Incumbent
o_tasks/b3585700-d15d-4880-96e1-68eedcefc8c4,21021,Dust rocks after bolting.,Core,47,07/2017,Incumbent
o_tasks/894af338-679b-47ce-9362-1a03e20f06a0,21022,"Install various types of bolts including truss, glue, and resin bolts, traversing entire ceiling spans.",Core,45,07/2017,Incumbent
o_tasks/a8647ab7-a777-495c-bc5b-75833ec4a75b,21023,"Drill test holes and test bolts for specified tension, using torque wrenches.",Core,47,07/2017,Incumbent
o_tasks/332a31c9-c4ea-4d82-9926-70343ace7f2e,4893,Position safety jacks to support underground mine roofs until bolts can be installed.,Core,47,07/2017,Incumbent
o_tasks/8c5df95a-681a-4e56-8ab6-894a06dee1ab,4895,Rotate chucks to turn bolts and open expansion heads against rock formations.,Core,46,07/2017,Incumbent
o_tasks/09982a34-e326-4464-bfd4-c8a1ec862541,4891,Remove drill bits from chucks after drilling holes and insert bolts into chucks.,Core,47,07/2017,Incumbent
o_tasks/85e4069c-9471-4b6f-bf1d-c73f736d1ffd,4897,"Tighten ends of anchored truss bolts, using turnbuckles.",Core,46,07/2017,Incumbent
o_tasks/7c7adf82-8a78-4d35-b0f4-f53386b89dad,7118,Keep pipe deck and main deck areas clean and tidy.,Core,69,07/2011,Incumbent
o_tasks/14d866d8-08ef-410b-a89e-7acb751f2d95,7112,"Unscrew or tighten pipes, casing, tubing, and pump rods, using hand and power wrenches and tongs.",Core,69,07/2011,Incumbent
o_tasks/4b5ef13b-a5f1-4d51-8674-b789172a42ef,20145,"Walk flow lines to locate leaks, using electronic detectors and by making visual inspections, and repair the leaks.",Core,69,07/2011,Incumbent
o_tasks/79a84c89-f4c0-4adb-bc7e-a4f60205395b,7115,"Move pipes to and from trucks, using truck winches and motorized lifts, or by hand.",Core,69,07/2011,Incumbent
o_tasks/ed073738-77c2-4d7d-8a55-1d94fd4c2edd,7113,Bolt together pump and engine parts.,Core,69,07/2011,Incumbent
o_tasks/d5cf3397-7480-46c1-9ea2-0eb6576ff7bf,7119,Guide cranes to move loads about decks.,Supplemental,69,07/2011,Incumbent
o_tasks/1412d236-1989-4051-b71a-4d5e60df0c98,7120,Supply equipment to rig floors as requested and provide assistance to roughnecks.,Supplemental,68,07/2011,Incumbent
o_tasks/0ab9ad78-1717-49e4-b0e3-e44006c14c77,7116,"Dismantle and repair oil field machinery, boilers, and steam engine parts, using hand tools and power tools.",Supplemental,68,07/2011,Incumbent
o_tasks/5378d6fc-76be-4d0a-ac43-7c26990e4895,7111,Clean up spilled oil by bailing it into barrels.,Supplemental,69,07/2011,Incumbent
o_tasks/88af396f-19eb-44a4-88e1-4a54cde244f0,7117,Dig drainage ditches around wells and storage tanks.,Supplemental,67,07/2011,Incumbent
o_tasks/fd1da0e0-79fb-49b2-913f-f8ba6d89705a,7123,Bolt or nail together wood or steel framework to erect derricks.,Supplemental,68,07/2011,Incumbent
o_tasks/63bd8b1d-a4cb-425e-b8be-cfa5a35e7ce9,7122,"Cut down and remove trees and brush to clear drill sites, to reduce fire hazards, and to make way for roads to sites.",Supplemental,69,07/2011,Incumbent
o_tasks/3277f254-959b-4afd-9fbe-9a37f639ac54,7121,"Dig holes, set forms, and mix and pour concrete into forms to make foundations for wood or steel derricks.",Supplemental,68,07/2011,Incumbent
o_tasks/572e7812-f9a5-4b52-908f-b6e25a0acec7,13699,Observe and monitor equipment operation during the extraction process to detect any problems.,Core,47,08/2018,Incumbent
o_tasks/9ddae8ec-b6b1-41f5-aed5-300ad5f785ee,13700,Drive moving equipment to transport materials and parts to excavation sites.,Core,47,08/2018,Incumbent
o_tasks/8d0eddf9-824f-4252-8c22-785341732630,13705,"Unload materials, devices, and machine parts, using hand tools.",Core,47,08/2018,Incumbent
o_tasks/80b6f833-5b16-4361-806b-d9578f6d0a5d,13709,Set up and adjust equipment used to excavate geological materials.,Core,47,08/2018,Incumbent
o_tasks/1bd83e85-a8f0-47d7-98c4-a20dbc47b9d8,13702,Organize materials to prepare for use.,Core,47,08/2018,Incumbent
o_tasks/6ecf983d-e977-4f1e-8442-977aefb9a6b7,13698,"Repair and maintain automotive and drilling equipment, using hand tools.",Core,47,08/2018,Incumbent
o_tasks/b96f2c3c-1f80-4453-8ba6-9fb939e1d612,13701,Clean up work areas and remove debris after extraction activities are complete.,Core,47,08/2018,Incumbent
o_tasks/0920ceff-252a-457c-a207-8ea53ad88ee2,13708,Clean and prepare sites for excavation or boring.,Core,46,08/2018,Incumbent
o_tasks/18ffcd8a-54e3-471d-aa16-5833ca09e144,13706,"Load materials into well holes or into equipment, using hand tools.",Core,47,08/2018,Incumbent
o_tasks/7d369bff-ea93-4e97-bc42-43a469d4129a,13703,"Provide assistance to extraction craft workers, such as earth drillers and derrick operators.",Supplemental,46,08/2018,Incumbent
o_tasks/ddb4174a-a739-4564-9c2a-041c87e1012b,13710,"Collect and examine geological matter, using hand tools and testing devices.",Supplemental,47,08/2018,Incumbent
o_tasks/bbc5a897-f3cc-43f1-bd22-49f5f5659cfb,13707,Signal workers to start geological material extraction or boring.,Supplemental,47,08/2018,Incumbent
o_tasks/77090436-da3c-4d51-a186-761abd919ea2,13704,"Dismantle extracting and boring equipment used for excavation, using hand tools.",Supplemental,47,08/2018,Incumbent
o_tasks/98589d1f-0a44-4418-a3eb-daf2d96457df,13711,Dig trenches.,Supplemental,47,08/2018,Incumbent
o_tasks/0aaa64bb-75d3-4513-8849-1cc7e2465016,2912,"Determine schedules, sequences, and assignments for work activities, based on work priority, quantity of equipment, and skill of personnel.",Core,136,07/2013,Incumbent
o_tasks/f7982d4d-135d-4b61-abb5-c829f662d3e3,15263,"Inspect and monitor work areas, examine tools and equipment, and provide employee safety training to prevent, detect, and correct unsafe conditions or violations of procedures and safety rules.",Core,136,07/2013,Incumbent
o_tasks/27a57926-3a65-4b01-bc6f-254723f6b3c6,2922,Investigate accidents or injuries and prepare reports of findings.,Core,133,07/2013,Incumbent
o_tasks/17553662-80b4-4622-bd9c-3e44a7f9598e,2914,Monitor employees' work levels and review work performance.,Core,135,07/2013,Incumbent
o_tasks/7223f490-30be-4a98-8410-7b8800812bd9,2918,"Requisition materials and supplies, such as tools, equipment, or replacement parts.",Core,133,07/2013,Incumbent
o_tasks/383083b8-3eca-4b89-933d-fb2bcd5564cb,2929,"Inspect, test, and measure completed work, using devices such as hand tools or gauges to verify conformance to standards or repair requirements.",Core,134,07/2013,Incumbent
o_tasks/0a1fef70-d2d0-4619-95f5-448889e79f16,2921,"Conduct or arrange for worker training in safety, repair, or maintenance techniques, operational procedures, or equipment use.",Core,135,07/2013,Incumbent
o_tasks/2b1852ce-225c-4865-9292-7be8de5dfb5a,2927,"Develop, implement, or evaluate maintenance policies and procedures.",Core,136,07/2013,Incumbent
o_tasks/6b854219-92f3-4f2a-8d93-9b3712dc02a2,2919,"Compute estimates and actual costs of factors such as materials, labor, or outside contractors.",Core,132,07/2013,Incumbent
o_tasks/8688cffc-d78a-4b65-9635-fbcdd555747d,2915,"Examine objects, systems, or facilities and analyze information to determine needed installations, services, or repairs.",Core,134,07/2013,Incumbent
o_tasks/55e5909e-a93c-4fd3-9440-617705f140c0,2923,"Confer with personnel, such as management, engineering, quality control, customer, or union workers' representatives, to coordinate work activities, resolve employee grievances, or identify and review resource needs.",Core,136,07/2013,Incumbent
o_tasks/9fb19cd2-fcc6-4015-9224-59ad560367a5,15262,Monitor tool and part inventories and the condition and maintenance of shops to ensure adequate working conditions.,Core,135,07/2013,Incumbent
o_tasks/34863794-2e9f-4384-9c50-9136b260053f,2925,"Perform skilled repair or maintenance operations, using equipment such as hand or power tools, hydraulic presses or shears, or welding equipment.",Core,134,07/2013,Incumbent
o_tasks/a2ea9439-b542-4d4e-9a2d-c93ed722f4a5,2916,"Participate in budget preparation and administration, coordinating purchasing and documentation and monitoring departmental expenditures.",Core,133,07/2013,Incumbent
o_tasks/05e71db5-347a-436d-8f1d-2efcf209a3fa,2920,"Interpret specifications, blueprints, or job orders to construct templates and lay out reference points for workers.",Core,135,07/2013,Incumbent
o_tasks/37ebd179-782d-4243-8c3f-7f7f72ff7e54,2917,Counsel employees about work-related issues and assist employees to correct job-skill deficiencies.,Core,135,07/2013,Incumbent
o_tasks/a80248d8-4c6c-43d6-a63e-1928fd9f6fc6,2924,"Recommend or initiate personnel actions, such as hires, promotions, transfers, discharges, or disciplinary measures.",Core,135,07/2013,Incumbent
o_tasks/4a06d0d4-9f11-4d28-bc9a-346fbc54f566,15264,"Review, evaluate, accept, and coordinate completion of work bid from contractors.",Core,134,07/2013,Incumbent
o_tasks/a60f3521-8a51-492c-817d-db697acfec23,2926,"Compile operational or personnel records, such as time and production records, inventory data, repair or maintenance statistics, or test results.",Core,135,07/2013,Incumbent
o_tasks/0cf384d4-36ea-4487-a0fe-77c74beace46,2931,Develop or implement electronic maintenance programs or computer information management systems.,Core,132,07/2013,Incumbent
o_tasks/3ddbf7cd-e55f-4dbf-bebd-0c9820384dd3,2930,Meet with vendors or suppliers to discuss products used in repair work.,Core,135,07/2013,Incumbent
o_tasks/5b3e0638-a753-4fee-ab94-955e15bd5b34,2932,Design equipment configurations to meet personnel needs.,Supplemental,132,07/2013,Incumbent
o_tasks/b915299d-0f82-4837-bbf8-23147994c006,11624,Reassemble machines after making repairs or replacing parts.,Core,68,07/2015,Incumbent
o_tasks/dc1df839-269f-42f1-9b17-712a36b8f161,11623,Converse with customers to determine details of equipment problems.,Core,68,07/2015,Incumbent
o_tasks/9b7faae0-3dfb-4174-9cc3-dcf24acd0a91,11639,"Disassemble machines to examine parts, such as wires, gears, or bearings for wear or defects, using hand or power tools and measuring devices.",Core,68,07/2015,Incumbent
o_tasks/2e8c65c1-b47e-417c-8d93-01523d433af2,11627,"Advise customers concerning equipment operation, maintenance, or programming.",Core,68,07/2015,Incumbent
o_tasks/721527ac-d1b7-4ba7-979d-ab800c3b8d79,11635,"Align, adjust, or calibrate equipment according to specifications.",Core,67,07/2015,Incumbent
o_tasks/3394af93-7a20-4e02-a81a-10c5dd0d110d,11637,"Repair, adjust, or replace electrical or mechanical components or parts, using hand tools, power tools, or soldering or welding equipment.",Core,68,07/2015,Incumbent
o_tasks/63f0f353-a1d8-4972-bcd8-84f287fd6a69,11625,Travel to customers' stores or offices to service machines or to provide emergency repair service.,Core,68,07/2015,Incumbent
o_tasks/81e71244-a7a0-426b-bc97-1e8042c3f522,11633,Maintain parts inventories and order any additional parts needed for repairs.,Core,68,07/2015,Incumbent
o_tasks/8761ee47-9fc0-4e9b-866a-966c7d92d257,11630,Operate machines to test functioning of parts or mechanisms.,Core,68,07/2015,Incumbent
o_tasks/e4b735d6-9139-4973-b3d5-211e3d940c5a,11626,Reinstall software programs or adjust settings on existing software to fix machine malfunctions.,Core,68,07/2015,Incumbent
o_tasks/2448b8b8-f60c-4108-b61e-53299dabf070,11640,"Clean, oil, or adjust mechanical parts to maintain machines' operating efficiency and to prevent breakdowns.",Core,68,07/2015,Incumbent
o_tasks/f3bb832b-2711-48f7-bd89-6aa6e4849f39,11631,Maintain records of equipment maintenance work or repairs.,Core,68,07/2015,Incumbent
o_tasks/0d4e4c26-9c6d-43e0-b5b0-bf510abf422e,11628,Test new systems to ensure that they are in working order.,Core,68,07/2015,Incumbent
o_tasks/c92586fe-6a19-4884-a0b5-3d384e4db9c9,11638,"Complete repair bills, shop records, time cards, or expense reports.",Core,68,07/2015,Incumbent
o_tasks/bd275286-c12f-4d76-a5f9-4cb6357a1690,11632,"Install and configure new equipment, including operating software or peripheral equipment.",Core,68,07/2015,Incumbent
o_tasks/5cba2d29-ac08-426a-8e35-61be735ea16f,11644,Analyze equipment performance records to assess equipment functioning.,Core,67,07/2015,Incumbent
o_tasks/9e0bfc0d-ccc1-44b3-ae1c-2bcf57d8bf05,11642,"Read specifications, such as blueprints, charts, or schematics, to determine machine settings or adjustments.",Core,68,07/2015,Incumbent
o_tasks/f0338cb8-6e9a-4463-bc82-a6c606e5477c,11634,"Update existing equipment, performing tasks such as installing updated circuit boards or additional memory.",Core,67,07/2015,Incumbent
o_tasks/838c379b-6927-4c26-9a80-4e66fbb10b35,11636,"Test components or circuits of faulty equipment to locate defects, using oscilloscopes, signal generators, ammeters, voltmeters, or special diagnostic software programs.",Core,68,07/2015,Incumbent
o_tasks/13e83ebf-0063-4eac-98bb-1d7566c43d08,11629,"Assemble machines according to specifications, using hand or power tools and measuring devices.",Core,68,07/2015,Incumbent
o_tasks/dde08b9c-dba9-4cd3-8f70-0b73451ef49e,11643,"Lay cable and hook up electrical connections between machines, power sources, and phone lines.",Core,68,07/2015,Incumbent
o_tasks/c1d496e2-3821-4d83-9edd-56e1e63282ef,11641,"Enter information into computers to copy programs from one electronic component to another or to draw, modify, or store schematics.",Core,68,07/2015,Incumbent
o_tasks/a449b5d1-9340-4ca5-85d8-ac3c0494285d,11645,"Fill machines with toners, inks, or other duplicating fluids.",Core,67,07/2015,Incumbent
o_tasks/632c40cc-f2c0-4558-8ca8-693c1145e8cb,11646,Train new repairers.,Core,68,07/2015,Incumbent
o_tasks/45d37585-e2b5-4411-b0c7-b3ed141e2878,11647,Calibrate testing instruments.,Supplemental,68,07/2015,Incumbent
o_tasks/f35adadd-b128-477a-9c5c-87f4981cc12a,19407,"Read work orders, blueprints, plans, datasheets or site drawings to determine work to be done.",Core,49,07/2013,Incumbent
o_tasks/b04722e3-b12b-4ac2-a552-b984501625b8,19401,"Inspect completed work to ensure all hardware is tight, antennas are level, hangers are properly fastened, proper support is in place, or adequate weather proofing has been installed.",Core,49,07/2013,Incumbent
o_tasks/61aa6b7e-3897-497a-85f8-c79dd9a32fcc,19398,"Bolt equipment into place, using hand or power tools.",Core,49,07/2013,Incumbent
o_tasks/8f989cca-c4ed-43eb-a4c2-36de4c7bfc07,19410,"Test operation of tower transmission components, using sweep testing tools or software.",Core,49,07/2013,Incumbent
o_tasks/4e7e974f-8b6f-460a-89a2-13cdef7cc43a,19409,"Run appropriate power, ground, or coaxial cables.",Core,48,07/2013,Incumbent
o_tasks/ebfd6212-5288-4728-a21e-7188ef0102c9,19399,Check antenna positioning to ensure specified azimuths or mechanical tilts and adjust as necessary.,Core,49,07/2013,Incumbent
o_tasks/24b1796f-6947-471d-9b95-0ff0cd3f48b4,19408,Replace existing antennas with new antennas as directed.,Core,49,07/2013,Incumbent
o_tasks/bcd83614-d696-4090-acbb-7284297cd51c,19402,"Install all necessary transmission equipment components, including antennas or antenna mounts, surge arrestors, transmission lines, connectors, or tower-mounted amplifiers (TMAs).",Core,49,07/2013,Incumbent
o_tasks/7d7e3c68-c250-4446-abbe-0a00aef978c6,19414,"Take site survey photos or photos of work performed, using digital cameras.",Core,49,07/2013,Incumbent
